Name,Affiliation,Submitted,Accepted,Rejected,AvgScore,AvgAcceptedScore,FirstAuthorCount,LastAuthorCount
Franziska Geiger,Technical University Munich,1,0,1,5.75,0.0,1,0
Martin Schrimpf,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Tiago Marques,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
James J. DiCarlo,,1,0,1,5.75,0.0,0,1
Zhijie Deng,"Tsinghua University, Tsinghua University",1,0,1,5.75,0.0,1,0
Hao Zhang,"Petuum, Inc",1,0,1,5.75,0.0,0,0
Amanda Bower,University of Michigan,1,1,0,5.75,5.75,1,0
Hamid Eftekhari,,1,1,0,5.75,5.75,0,0
Tomas Perez,Massachusetts Institute of Technology,2,0,2,5.625,0.0,0,0
Leslie Pack Kaelbling,Massachusetts Institute of Technology,3,0,3,5.416666666666667,0.0,0,2
Nina Kudryashova,University of Edinburgh,1,0,1,5.75,0.0,1,0
Theoklitos Amvrosiadis,,2,0,2,4.875,0.0,0,0
Nathalie Dupuy,,1,0,1,5.75,0.0,0,0
Nathalie Rochefort,,2,0,2,4.875,0.0,0,0
Arno Onken,University of Edinburgh,2,0,2,4.875,0.0,0,2
Amos Gropp,"Weizmann Institute, Technion",1,0,1,5.75,0.0,1,0
Namyeong Kwon,Samsung Advanced Institute of Technology,1,1,0,5.75,5.75,1,0
Hwidong Na,Samsung,1,1,0,5.75,5.75,0,0
Gabriel Huang,University of Montreal,1,1,0,5.75,5.75,0,0
Ahmed T. Elthakeb,"University of California, San Diego",1,0,1,5.75,0.0,1,0
Prannoy Pilligundla,"University of California, San Diego",1,0,1,5.75,0.0,0,0
Tarek Elgindi,,1,0,1,5.75,0.0,0,0
Fatemehsadat Mireshghallah,"University of California, San Diego",1,0,1,5.75,0.0,0,0
Charles-Alban Deledalle,,1,0,1,5.75,0.0,0,0
Hadi Esmaeilzadeh,Georgia Tech Research Corporation,1,0,1,5.75,0.0,0,1
Hao Li,Shanghai Jiao Tong University,1,0,1,5.75,0.0,1,0
XIAOPENG ZHANG,National University of Singapore,2,0,2,5.375,0.0,0,0
Ruoyu Sun,Shanghai Jiao Tong University,1,0,1,5.75,0.0,0,0
Qi Tian,Huawei Technologies Ltd.,2,0,2,5.375,0.0,0,2
Wu Xiongwei,Singapore Management University,1,1,0,5.75,5.75,1,0
Yu Cheng,University of Illinois at Chicago,1,1,0,5.75,5.75,1,0
Honghao Lin,Shanghai Jiao Tong University,2,1,1,5.54,5.75,0,1
Sreenivas Gollapudi,Google,3,0,3,5.583333333333333,0.0,1,1
Kostas Kollias,Google,2,0,2,5.625,0.0,0,0
Benjamin Plaut,Stanford University,1,0,1,5.75,0.0,0,0
Ameya Velingker,Google,1,0,1,5.75,0.0,0,1
Yiming Zhang,New York University,1,0,1,5.75,0.0,1,0
Kuang-Hung Liu,ExxonMobil,1,0,1,5.75,0.0,1,0
Vishwak Srinivasan,Carnegie Mellon University,1,0,1,5.75,0.0,1,0
Sivaraman Balakrishnan,Carnegie Mellon University,1,0,1,5.75,0.0,0,0
Saiteja Utpala,IIT Kanpur,1,0,1,5.75,0.0,1,0
Nick Bhattacharya,University of California Berkeley,1,0,1,5.75,0.0,1,0
Neil Thomas,University of California Berkeley,1,0,1,5.75,0.0,0,0
Roshan Rao,University of California Berkeley,1,0,1,5.75,0.0,0,0
Justas Daupras,"University of Washington, Seattle",1,0,1,5.75,0.0,0,0
Peter K Koo,Cold Spring Harbor Laboratory,1,0,1,5.75,0.0,0,0
David Baker,University of Washington,1,0,1,5.75,0.0,0,0
Yun S. Song,University of California Berkeley,1,0,1,5.75,0.0,0,0
Sergey Ovchinnikov,Harvard University,1,0,1,5.75,0.0,0,1
Eleanor Quint,"University of Nebraska, Lincoln",1,0,1,5.75,0.0,1,0
Dong Xu,University of Virginia,1,0,1,5.75,0.0,0,0
Samuel W Flint,"University of Nebraska, Lincoln",1,0,1,5.75,0.0,0,0
Stephen D Scott,"Washington University, St. Louis",1,0,1,5.75,0.0,0,0
Matthew Dwyer,University of Nebraska-Lincoln,1,0,1,5.75,0.0,0,1
Stanislaw Kamil Jastrzebski,New York University,1,0,1,5.75,0.0,1,0
Devansh Arpit,Salesforce Research,3,0,3,4.75,0.0,2,0
Oliver Åstrand,New York University,1,0,1,5.75,0.0,0,0
Giancarlo Kerg,University of Montreal,1,0,1,5.75,0.0,0,0
Huan Wang,Yale University,5,0,5,4.85,0.0,0,0
Krzysztof J. Geras,NYU Grossman School of Medicine,2,0,2,5.75,0.0,0,2
Tao Wei,"State University of New York, Buffalo",1,0,1,5.75,0.0,1,0
Yonghong Tian,Peking University,1,0,1,5.75,0.0,0,0
Chang Wen Chen,"State University of New York, Buffalo",1,0,1,5.75,0.0,0,1
Eric Mintun,Facebook,1,0,1,5.75,0.0,1,0
Alexander Kirillov,Facebook AI Research,1,0,1,5.75,0.0,0,0
Saining Xie,Facebook,1,0,1,5.75,0.0,0,1
Yingjun Du,University of Amsterdam,1,1,0,5.75,5.75,1,0
Jianhao Wang,Tsinghua University,3,1,2,5.0,5.75,2,0
Zhizhou Ren,"University of Illinois, Urbana Champaign",3,1,2,5.416666666666667,5.75,1,0
Terry Liu,"Tsinghua University, Tsinghua University",1,1,0,5.75,5.75,0,0
Yang Yu,Nanjing University,3,1,2,5.333333333333333,5.75,0,1
Wei Qiu,Nanyang Technological University,1,0,1,5.75,0.0,1,0
Xinrun Wang,Nanyang Technological University,2,0,2,5.25,0.0,0,0
Runsheng Yu,Nanyang Technological University,1,0,1,5.75,0.0,0,0
Xu He,Nanyang Technological University,1,0,1,5.75,0.0,0,0
Rundong Wang,Nanyang Technological University,1,0,1,5.75,0.0,0,0
Bo An,Nanyang Technological University,4,0,4,5.3325,0.0,0,0
Svetlana Obraztsova,Nanyang Technological University,1,0,1,5.75,0.0,0,0
Zinovi Rabinovich,Nanyang Technological University,1,0,1,5.75,0.0,0,1
Junwen Bai,Cornell University,1,1,0,5.75,5.75,1,0
Weiran Wang,University of Canifornia Merced,1,1,0,5.75,5.75,0,0
Yingbo Zhou,Salesforce Research,2,2,0,5.71,5.71,0,0
Yani Ioannou,Google,1,0,1,5.75,0.0,0,0
Cem Keskin,Google,1,0,1,5.75,0.0,0,0
Halley Young,University of Pennsylvania,1,0,1,5.75,0.0,1,0
Maxwell Du,"School of Engineering and Applied Science, University of Pennsylvania",1,0,1,5.75,0.0,0,0
Felix Sosa,,1,0,1,5.75,0.0,0,0
Zhongnan Qu,Swiss Federal Institute of Technology,1,0,1,5.75,0.0,1,0
Cong Liu,"University of Texas, Dallas",2,0,2,4.875,0.0,0,0
Junfeng Guo,"University of Texas, Dallas",1,0,1,5.75,0.0,0,0
Lothar Thiele,Swiss Federal Institute of Technology,1,0,1,5.75,0.0,0,1
Rishabh Joshi,Carnegie Mellon University,1,1,0,5.75,5.75,1,0
Vidhisha Balachandran,Carnegie Mellon University,1,1,0,5.75,5.75,0,0
Shikhar Vashishth,"Language Technologies Institute, Carnegie Mellon University",1,1,0,5.75,5.75,0,0
Alan Black,Carnegie-Mellon University,1,1,0,5.75,5.75,0,0
Kuan Fang,Stanford University,1,1,0,5.75,5.75,1,0
Yuke Zhu,"Computer Science Department, University of Texas, Austin",2,1,1,5.625,5.75,0,0
Fei-Fei Li,Stanford University,1,1,0,5.75,5.75,0,1
Jiseob Kim,Seoul National University,1,0,1,5.75,0.0,1,0
Seungjae Jung,,1,0,1,5.75,0.0,0,0
Hyundo Lee,Seoul National University,2,0,2,5.04,0.0,0,0
Yizhen Wang,VISA,1,0,1,5.75,0.0,1,0
Xiaozhu Meng,,1,0,1,5.75,0.0,0,0
Mihai Christodorescu,,1,0,1,5.75,0.0,0,0
Ke Wang,Visa Research,1,0,1,5.75,0.0,0,1
Dong-Ki Kim,Massachusetts Institute of Technology,1,0,1,5.75,0.0,1,0
Miao Liu,Duke University,1,0,1,5.75,0.0,0,0
Matthew D Riemer,Cornell University,1,0,1,5.75,0.0,0,0
Chuangchuang Sun,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Marwa Abdulhai,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Golnaz Habibi,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Sebastian Lopez-Cot,,1,0,1,5.75,0.0,0,0
Gerald Tesauro,IBM Research,1,0,1,5.75,0.0,0,0
JONATHAN P HOW,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,1
Shariq Iqbal,University of Southern California,1,0,1,5.75,0.0,1,0
Christian Schroeder de Witt,University of Oxford,1,0,1,5.75,0.0,0,0
Fei Sha,University of Southern California,1,0,1,5.75,0.0,0,1
Lulu Zhao,Beijing University of Post and Telecommunication,1,0,1,5.75,0.0,1,0
Zeyuan Yang,"Beijing University of Post and Telecommunication, Tsinghua University",1,0,1,5.75,0.0,0,0
Weiran Xu,,1,0,1,5.75,0.0,0,0
Sheng Gao,,1,0,1,5.75,0.0,0,0
Jun Guo,,1,0,1,5.75,0.0,0,1
Ruoxi Sun,Google,3,0,3,5.5,0.0,1,0
Steven Kearnes,Stanford University,1,0,1,5.75,0.0,0,0
Bo Dai,Google Brain,2,0,2,5.71,0.0,0,1
Scott Fujimoto,McGill University,1,0,1,5.75,0.0,1,0
David Meger,McGill University,1,0,1,5.75,0.0,0,0
Doina Precup,McGill University,4,0,4,4.7925,0.0,0,4
Hamid Dadkhahi,International Business Machines,1,0,1,5.75,0.0,1,0
Jesus Rios,International Business Machines,1,0,1,5.75,0.0,0,0
Zhuo Wang,"Tsinghua University, Tsinghua University",1,0,1,5.75,0.0,1,0
Wei Zhang,East China Normal University,1,0,1,5.75,0.0,0,0
Ning Liu,Tsinghua University,1,0,1,5.75,0.0,0,0
Jianyong Wang,"Tsinghua University, Tsinghua University",1,0,1,5.75,0.0,0,1
Rabeeh Karimi mahabadi,Swiss Federal Institute of Technology Lausanne,1,1,0,5.75,5.75,1,0
Yonatan Belinkov,"Technion, Technion",2,2,0,5.625,5.625,0,0
James Henderson,Idiap Research Institute,1,1,0,5.75,5.75,0,1
Chi Zhang,"University of California, Los Angeles",1,0,1,5.75,0.0,1,0
Baoxiong Jia,"University of California, Los Angeles",1,0,1,5.75,0.0,0,0
Jesse Zhang,University of Southern California,1,1,0,5.75,5.75,1,0
Haonan Yu,Horizon Robotics,1,1,0,5.75,5.75,0,0
Puneet Mangla,Indian Institute of Technology Hyderabad,1,0,1,5.75,0.0,1,0
Nupur Kumari,Adobe Systems,1,0,1,5.75,0.0,0,0
Mayank Singh,Indian Institute of Technology Kharagpur,1,0,1,5.75,0.0,0,0
Vineeth N. Balasubramanian,Indian Institute of Technology Hyderabad,1,0,1,5.75,0.0,0,0
Balaji Krishnamurthy,Adobe Systems,3,0,3,5.333333333333333,0.0,0,2
Ezgi Korkmaz,"KTH Royal Institute of Technology, Stockholm, Sweden",3,0,3,5.223333333333334,0.0,3,0
Henrik Sandberg,,1,0,1,5.75,0.0,0,0
Gyorgy Dan,"KTH Royal Institute of Technology, Stockholm, Sweden",1,0,1,5.75,0.0,0,1
Michael Puthawala,"University of California, Los Angeles",1,0,1,5.75,0.0,1,0
Konik Kothari,"University of Illinois, Urbana Champaign",1,0,1,5.75,0.0,0,0
Matti Lassas,University of Helsinki,1,0,1,5.75,0.0,0,0
Ivan Dokmanić,University of Basel,1,0,1,5.75,0.0,0,0
Maarten V. de Hoop,Rice University,1,0,1,5.75,0.0,0,1
Xiao Wang,Purdue University,1,0,1,5.75,0.0,1,0
Taehwan Kwon,Korea Advanced Institute of Science and Technology,1,1,0,5.75,5.75,1,0
Paidamoyo Chapfuwa,Duke University,1,0,1,5.75,0.0,1,0
Serge Assaad,Duke University,1,0,1,5.75,0.0,0,0
Shuxi Zeng,Duke University,1,0,1,5.75,0.0,0,0
Michael Pencina,,1,0,1,5.75,0.0,0,0
Ricardo Henao,Duke University,1,0,1,5.75,0.0,0,1
Lunjun Zhang,"Department of Computer Science, University of Toronto",1,0,1,5.75,0.0,1,0
Ge Yang,University of Chicago,1,0,1,5.75,0.0,0,0
Bradly C Stadie,University of California Berkeley,1,0,1,5.75,0.0,0,1
Wei Tao,Academy of Military Sciences,1,1,0,5.75,5.75,1,0
Sheng Long,,1,1,0,5.75,5.75,0,0
Gaowei Wu,,1,1,0,5.75,5.75,0,0
Qing Tao,,1,1,0,5.75,5.75,0,1
Julien Niklas Siems,Universität Freiburg,1,0,1,5.75,0.0,1,0
Lucas Zimmer,Swiss Federal Institute of Technology,1,0,1,5.75,0.0,0,0
Arber Zela,Universität Freiburg,2,0,2,5.25,0.0,0,0
Jovita Lukasik,University of Mannheim,1,0,1,5.75,0.0,0,0
Margret Keuper,University of Mannheim,1,0,1,5.75,0.0,0,0
Jiachen Sun,University of Michigan,1,0,1,5.75,0.0,1,0
Karl Koenig,University of Michigan,1,0,1,5.75,0.0,0,0
Yulong Cao,,1,0,1,5.75,0.0,0,0
Qi Alfred Chen,"University of California, Irvine",1,0,1,5.75,0.0,0,0
Zhuoqing Mao,University of Michigan Ann Arbor,1,0,1,5.75,0.0,0,1
Yucheng Xing,"State University of New York, Stony Brook",1,0,1,5.75,0.0,0,0
Xuewen Yang,"State University of New York, Stony Brook",1,0,1,5.75,0.0,0,0
Xin Wang,SUNY at Stony Brook,1,0,1,5.75,0.0,0,0
Di Jin,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Zhaoyue Chen,"State University of New York, Stony Brook",1,0,1,5.75,0.0,0,1
Bharathan Balaji,Amazon,1,0,1,5.75,0.0,1,0
Petros Christodoulou,Imperial College London,1,0,1,5.75,0.0,0,0
Xiaoyu Lu,Amazon,1,0,1,5.75,0.0,0,0
Byungsoo Jeon,"School of Computer Science, Carnegie Mellon University",1,0,1,5.75,0.0,0,0
Jordan Bell-Masterson,University of Chicago,1,0,1,5.75,0.0,0,1
IKHYUN CHO,Seoul National University,1,0,1,5.75,0.0,1,0
U Kang,Seoul National University,5,0,5,5.016,0.0,0,5
Masahiro Kato,Cyberagent,2,0,2,5.375,0.0,2,0
Takeshi Teshima,RIKEN,1,0,1,5.75,0.0,0,1
Polina Zablotskaia,Google,1,0,1,5.75,0.0,1,0
Edoardo Alberto Dominici,University of British Columbia,1,0,1,5.75,0.0,0,0
Leonid Sigal,University of British Columbia,1,0,1,5.75,0.0,0,0
Andreas Lehrmann,Borealis AI,1,0,1,5.75,0.0,0,1
Aayush Prakash,NVIDIA,1,0,1,5.75,0.0,1,0
Shoubhik Debnath,NVIDIA,1,0,1,5.75,0.0,0,0
Jean Francois Lafleche,Toronto University,1,0,1,5.75,0.0,0,0
Eric Cameracci,University of Waterloo,1,0,1,5.75,0.0,0,0
Gavriel State,NVIDIA,1,0,1,5.75,0.0,0,0
Marc T Law,NVIDIA,2,0,2,5.25,0.0,0,1
Ziyi Huang,Columbia University,1,0,1,5.75,0.0,1,0
Henry Lam,,1,0,1,5.75,0.0,0,0
Haofeng Zhang,Columbia University,1,0,1,5.75,0.0,0,1
Charles Jin,Massachusetts Institute of Technology,2,0,2,5.125,0.0,2,0
Martin Rinard,Massachusetts Institute of Technology,3,0,3,5.0,0.0,0,3
Tsiry Mayet,,1,1,0,5.75,5.75,1,0
Anne Lambert,InterDigital,1,1,0,5.75,5.75,0,0
Pascal Leguyadec,,1,1,0,5.75,5.75,0,0
Francoise Le Bolzer,,1,1,0,5.75,5.75,0,0
François Schnitzler,InterDigital,1,1,0,5.75,5.75,0,1
Jun-Kun Wang,Georgia Institute of Technology,1,0,1,5.75,0.0,1,0
Jacob Abernethy,Georgia Tech Research Corporation,1,0,1,5.75,0.0,0,1
Hanchen Wang,University of Cambridge,1,0,1,5.75,0.0,1,0
Qi Liu,"Department of Computer Science, University of Oxford",1,0,1,5.75,0.0,0,0
Xiangyu Yue,University of California Berkeley,1,0,1,5.75,0.0,0,0
Joan Lasenby,University of Cambridge,1,0,1,5.75,0.0,0,0
Matt Kusner,University College London,2,0,2,5.375,0.0,0,1
Kyungjune Baek,Yonsei University,1,0,1,5.75,0.0,1,0
Yunjey Choi,"Clova AI Research, NAVER Corp.",1,0,1,5.75,0.0,0,0
Jaejun Yoo,Swiss Federal Institute of Technology Lausanne,1,0,1,5.75,0.0,0,0
Hyunjung Shim,Yonsei University,2,0,2,5.5,0.0,0,1
Sergey Chervontsev,,1,0,1,5.75,0.0,0,0
Ivan Provilkov,Moscow Institute of Physics and Technology,1,0,1,5.75,0.0,0,0
Yi-Rui Yang,Nanjing University,1,0,1,5.75,0.0,1,0
Wu-Jun Li,Nanjing University,3,0,3,4.583333333333333,0.0,0,3
Eli Simhayev,Ben Gurion University of the Negev,1,0,1,5.75,0.0,1,0
Gilad Katz,,1,0,1,5.75,0.0,0,0
Lior Rokach,,1,0,1,5.75,0.0,0,1
Giseung Park,Korea Advanced Institute of Science and Technology,1,0,1,5.75,0.0,1,0
Whiyoung Jung,Korea Advanced Institute of Science and Technology,2,0,2,5.375,0.0,0,0
Sungho Choi,Korea Advanced Institute of Science and Technology,1,0,1,5.75,0.0,0,0
Youngchul Sung,Korea Advanced Institute of Science and Technology,4,1,3,5.3125,5.25,0,4
Daniel Wontae Nam,KC Machine Learning Lab,1,0,1,5.75,0.0,1,0
Younghoon Kim,KC Machine Learning Lab,1,0,1,5.75,0.0,0,0
Chan Youn Park,Rutgers University,1,0,1,5.75,0.0,0,1
Boris Hanin,Princeton University,1,0,1,5.75,0.0,1,0
Yi Sun,University of Chicago,2,0,2,5.25,0.0,0,1
Ari Ercole,,1,1,0,5.75,5.75,0,0
Jinjun Xiong,International Business Machines,2,0,2,5.375,0.0,0,1
Shen Kai,Zhejiang University,1,0,1,5.75,0.0,1,0
Lingfei Wu,International Business Machines,3,0,3,5.25,0.0,0,0
Siliang Tang,Zhejiang University,4,0,4,5.0,0.0,0,0
Fangli Xu,Squirrel AI Learning,1,0,1,5.75,0.0,0,0
Zhu Zhang,Zhejiang University,3,0,3,5.0,0.0,1,0
Yu Qiang,Zhejiang University,1,0,1,5.75,0.0,0,0
Yueting Zhuang,,4,0,4,5.0,0.0,0,4
Jianfeng Chi,University of Virginia,1,0,1,5.75,0.0,1,0
Geoff Gordon,Microsoft,3,0,3,5.359999999999999,0.0,0,0
Yuan Tian,University of Virginia,2,0,2,5.5,0.0,0,2
Yingbin Bai,University of Sydney,1,0,1,5.75,0.0,1,0
Tianhe Yu,Stanford University,2,0,2,5.25,0.0,1,0
Timothy Nguyen,Google,1,1,0,5.75,5.75,1,0
Zhourong Chen,Google,1,1,0,5.75,5.75,0,0
Michael Hu,Princeton University,1,0,1,5.75,0.0,0,0
Aniketh Janardhan Reddy,Microsoft,1,0,1,5.75,0.0,1,0
Leila Wehbe,Carnegie Mellon University,1,0,1,5.75,0.0,0,1
Saeid Naderiparizi,University of British Columbia,1,0,1,5.75,0.0,1,0
Kenny Chiu,University of British Columbia,1,0,1,5.75,0.0,0,0
Benjamin Bloem-Reddy,University of British Columbia,1,0,1,5.75,0.0,0,0
Frank Wood,University of British Columbia,4,0,4,5.25,0.0,0,4
Samarth Sinha,"University of Toronto, Toronto University",4,0,4,4.98,0.0,3,0
Karsten Roth,Heidelberg University,1,0,1,5.75,0.0,0,0
Marzyeh Ghassemi,University of Toronto,1,0,1,5.75,0.0,0,0
Spandan Madan,Harvard University,1,0,1,5.75,0.0,1,0
Timothy Henry,,1,0,1,5.75,0.0,0,0
Jamell Arthur Dozier,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Helen Ho,,1,0,1,5.75,0.0,0,0
Nishchal Bhandari,,1,0,1,5.75,0.0,0,0
Tomotake Sasaki,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Fredo Durand,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,0
Hanspeter Pfister,Harvard University,1,0,1,5.75,0.0,0,0
Xavier Boix,Massachusetts Institute of Technology,1,0,1,5.75,0.0,0,1
TAN YU,Baidu,1,0,1,5.75,0.0,1,0
Hongliang Fei,Baidu,1,0,1,5.75,0.0,0,0
Ping Li,Baidu,4,1,3,5.4125,5.5,0,4
Robert Tjarko Lange,TU Berlin,1,0,1,5.75,0.0,1,0
Henning Sprekeler,,1,0,1,5.75,0.0,0,1
Rares C Cristian,Massachusetts Institute of Technology,1,0,1,5.75,0.0,1,0
Max Dabagia,Georgia Institute of Technology,1,0,1,5.75,0.0,0,0
Christos Papadimitriou,Columbia University,1,0,1,5.75,0.0,0,0
Santosh Vempala,Georgia Institute of Technology,1,0,1,5.75,0.0,0,1
Matthew A Wright,University of California Berkeley,1,0,1,5.75,0.0,1,0
Niels Bruun Ipsen,Technical University of Denmark,1,1,0,5.75,5.75,1,0
Pierre-Alexandre Mattei,INRIA,1,1,0,5.75,5.75,0,0
Jes Frellsen,Technical University of Denmark,1,1,0,5.75,5.75,0,1
Lingbing Guo,Zhejiang University,2,0,2,5.125,0.0,2,0
Zequn Sun,Nanjing University,2,0,2,5.125,0.0,0,0
Mingyang Chen,Zhejiang University,1,0,1,5.75,0.0,0,0
Wei Hu,Nanjing University,2,0,2,5.125,0.0,0,1
Huajun Chen,,1,0,1,5.75,0.0,0,1
Jason Phang,New York University,1,0,1,5.75,0.0,1,0
Jungkyu Park,New York University,1,0,1,5.75,0.0,0,0
Zihang Meng,"University of Wisconsin, Madison",2,0,2,5.25,0.0,2,0
Rudrasis Chakraborty,University of California Berkeley,2,0,2,5.0,0.0,0,0
Vikas Singh,"University of Wisconsin, Madison",4,0,4,4.875,0.0,0,3
Anil K Seth,University of Sussex,1,0,1,5.75,0.0,0,0
Anand Bhattad,"University of Illinois, Urbana Champaign",1,0,1,5.67,0.0,1,0
David Forsyth,"University of Illinois, Urbana-Champaign",2,0,2,5.46,0.0,0,2
Seongmin Park,,1,0,1,5.67,0.0,1,0
Beomseok Kwon,Hanyang University,1,0,1,5.67,0.0,0,0
Kyuyoung Sim,,1,0,1,5.67,0.0,0,0
Jieun Lim,Seoul National University,1,0,1,5.67,0.0,0,0
Tae-Ho Kim,Korea Advanced Institute of Science and Technology,1,0,1,5.67,0.0,0,0
Jungwook Choi,"University of Illinois, Urbana Champaign",1,0,1,5.67,0.0,0,1
Jingzhao Zhang,Massachusetts Institute of Technology,3,1,2,4.64,5.67,2,0
Srinadh Bhojanapalli,Google,3,1,2,5.28,5.67,1,0
Gustav Sourek,Czech Technical University in Prague,1,1,0,5.67,5.67,1,0
Filip Zelezny,,1,1,0,5.67,5.67,0,0
Ondrej Kuzelka,Czech Technical University in Prague,1,1,0,5.67,5.67,0,1
Wataru Kumagai,The University of Tokyo,3,1,2,4.973333333333334,5.5,1,0
Akiyoshi Sannai,RIKEN,2,1,1,5.585,5.5,0,1
Cody Coleman,Stanford University,1,0,1,5.67,0.0,1,0
Edward Chou,,1,0,1,5.67,0.0,0,0
Sean Culatana,,1,0,1,5.67,0.0,0,0
Peter Bailis,Stanford University,1,0,1,5.67,0.0,0,0
Alexander C. Berg,"Department of Computer Science, University of North Carolina, Chapel Hill",1,0,1,5.67,0.0,0,0
Roshan Sumbaly,,1,0,1,5.67,0.0,0,0
Matei Zaharia,,1,0,1,5.67,0.0,0,0
I. Zeki Yalniz,Facebook,1,0,1,5.67,0.0,0,1
Shaojun Ma,Georgia Institute of Technology,1,0,1,5.67,0.0,1,0
Shu Liu,,1,0,1,5.67,0.0,0,0
Hao-Min Zhou,Georgia Tech Research Corporation,1,0,1,5.67,0.0,0,1
Chung-Wei Weng,University of Bergen,1,0,1,5.67,0.0,1,0
Yauhen Yakimenka,Simula UiB,1,0,1,5.67,0.0,0,0
Hsuan-Yin Lin,Simula UiB,1,0,1,5.67,0.0,0,0
Eirik Rosnes,Simula UiB,1,0,1,5.67,0.0,0,0
Joerg Kliewer,New Jersey Institute of Technology,1,0,1,5.67,0.0,0,1
Shumao Zhang,California Institute of Technology,1,0,1,5.67,0.0,1,0
Thomas Hou,California Institute of Technology,1,0,1,5.67,0.0,0,0
Pengchuan Zhang,California Institute of Technology,2,0,2,5.46,0.0,0,1
Hila Levi,Weizmann Institute,1,0,1,5.67,0.0,1,0
Shimon Ullman,,1,0,1,5.67,0.0,0,1
Jun Wu,"University of Illinois, Urbana Champaign",2,0,2,5.21,0.0,1,0
Jingrui He,"University of Illinois, Urbana Champaign",2,0,2,5.21,0.0,0,2
Liang Zhou,University College London,1,1,0,5.67,5.67,0,0
SHIYANG LI,UC Santa Barbara,1,1,0,5.67,5.67,1,0
Semih Yavuz,SalesForce.com,1,1,0,5.67,5.67,0,0
Kazuma Hashimoto,SalesForce.com,1,1,0,5.67,5.67,0,0
Jia Li,Salesforce Research,1,1,0,5.67,5.67,0,0
Tong Niu,Duke University,1,1,0,5.67,5.67,0,0
Xifeng Yan,University of California-Santa Barbara,1,1,0,5.67,5.67,0,0
Mohit Shridhar,"Department of Computer Science, University of Washington",1,1,0,5.67,5.67,1,0
Xingdi Yuan,Microsoft Research,1,1,0,5.67,5.67,0,0
Marc-Alexandre Cote,Microsoft,1,1,0,5.67,5.67,0,0
Yonatan Bisk,Carnegie Mellon University,1,1,0,5.67,5.67,0,0
Adam Trischler,Toronto University,1,1,0,5.67,5.67,0,0
Matthew Hausknecht,Microsoft,2,1,1,5.585,5.67,0,1
Sanjukta Krishnagopal,University College London,1,0,1,5.67,0.0,1,0
Jacob Bedrossian,,1,0,1,5.67,0.0,0,1
Arash Akbarinia,Justus Liebig University Giessen,1,0,1,5.67,0.0,1,0
Raquel Gil-Rodriguez,,1,0,1,5.67,0.0,0,0
Alban Flachot,Justus Liebig Universität,1,0,1,5.67,0.0,0,0
Matteo Toscani,,1,0,1,5.67,0.0,0,1
Shohei Taniguchi,The University of Tokyo,1,0,1,5.67,0.0,1,0
Angelina Wang,Princeton University,1,0,1,5.67,0.0,1,0
Olga Russakovsky,Princeton University,1,0,1,5.67,0.0,0,1
Xinyun Chen,University of California Berkeley,4,0,4,5.2725,0.0,1,0
Petros Maniatis,Google Brain,1,0,1,5.67,0.0,0,0
Max Lin,,1,0,1,5.67,0.0,0,0
Denny Zhou,Google,2,0,2,5.335,0.0,0,2
Shanmukha Ramakrishna Vedantam,Facebook,1,0,1,5.67,0.0,1,0
Arthur Szlam,CUNY City College,3,0,3,5.03,0.0,0,0
Valentin Khrulkov,Yandex,1,0,1,5.67,0.0,1,0
Leyla Mirvakhabova,Skolkovo Institute of Science and Technology,1,0,1,5.67,0.0,0,0
Ivan Oseledets,Skolkovo Institute of Science and Technology,1,0,1,5.67,0.0,0,0
Youngwoo Cho,Korea Advanced Institute of Science and Technology,1,0,1,5.67,0.0,1,0
Beomsoo Kim,Korea Advanced Institute of Science and Technology,1,0,1,5.67,0.0,0,0
Xiongjie Chen,University of Surrey,1,0,1,5.67,0.0,1,0
Yunpeng Li,University of Surrey,1,0,1,5.67,0.0,0,1
Carson Eisenach,Amazon,1,0,1,5.67,0.0,1,0
Yagna Patel,University of California Berkeley,1,0,1,5.67,0.0,0,0
Dhruv Madeka,Amazon,1,0,1,5.67,0.0,0,1
Agustinus Kristiadi,University of Tuebingen,3,0,3,5.306666666666667,0.0,2,0
Matthias Hein,University of Tübingen,2,0,2,5.46,0.0,0,0
YIZHOU CHEN,National University of Singapore,1,0,1,5.67,0.0,1,0
DONG LI,,1,0,1,5.67,0.0,0,0
NA LI,,1,0,1,5.67,0.0,0,0
TONG LIANG,,1,0,1,5.67,0.0,0,0
SHIZHUO ZHANG,,1,0,1,5.67,0.0,0,0
Han Shen,Rensselaer Polytechnic Institute,1,0,1,5.67,0.0,1,0
Tianyi Chen,Rensselaer Polytechnic Institute,2,0,2,4.71,0.0,0,2
Peng Zhang,Tianjin University,1,0,1,5.67,0.0,1,0
Furui Liu,Huawei Technologies Ltd.,1,0,1,5.67,0.0,0,0
